Train No,Station Code,Halt
1196,RN,5
1196,KKW,2
1196,KUDL,2
1196,SWV,2
1196,THVM,2
1196,KRMI,0
1301,PUNE,120
1301,LNL,2
1301,PNVL,30
1301,ROHA,5
1301,KHED,2
1301,CHI,2
1301,RN,5
1301,KKW,2
1301,KUDL,2
1301,THVM,2
1301,MAO,10
1301,KAWR,2
1301,KT,2
1301,KUDA,2
1301,UD,2
1301,MULK,2
1301,MAJN,0
1302,MAJN,120
1302,MULK,2
1302,UD,2
1302,KUDA,2
1302,KT,2
1302,KAWR,2
1302,MAO,10
1302,THVM,2
1302,KUDL,2
1302,KKW,2
1302,RN,5
1302,CHI,2
1302,KHED,2
1302,ROHA,5
1302,PNVL,30
1302,LNL,3
1302,PUNE,0
1442,DSJ,120
1442,MTJ,5
1442,AGC,5
1442,GWL,5
1442,JHS,5
1442,BPL,5
1442,ET,5
1442,KNW,5
1442,BSL,5
1442,MMR,5
1442,DD,5
1442,PUNE,5
1442,KK,0
1655,PUNE,120
1655,DD,15
1655,ANG,3
1655,KPG,2
1655,MMR,5
1655,BSL,10
1655,KNW,5
1655,HD,2
1655,ET,15
1655,PPI,2
1655,NU,2
1655,MML,2
1655,JBP,0
1656,JBP,120
1656,MML,2
1656,NU,2
1656,PPI,2
1656,ET,10
1656,HD,2
1656,KNW,5
1656,BSL,10
1656,MMR,5
1656,KPG,2
1656,ANG,3
1656,DD,15
1656,PUNE,0
1705,BDTS,120
1705,BVI,3
1705,VAPI,2
1705,ST,3
1705,BRC,10
1705,RTM,10
1705,UJN,10
1705,BIH,2
1705,BPL,5
1705,HBD,2
1705,ET,15
1705,PPI,2
1705,NU,2
1705,JBP,0
1706,JBP,120
1706,NU,2
1706,PPI,2
1706,ET,15
1706,HBD,2
1706,BPL,10
1706,BIH,2
1706,UJN,10
1706,RTM,10
1706,BRC,10
1706,ST,5
1706,VAPI,2
1706,BVI,2
1706,BDTS,0
1707,JBP,120
1707,KMZ,2
1707,DMO,2
1707,SGO,5
1707,MAKR,2
1707,LAR,2
1707,JHS,10
1707,GWL,2
1707,AGC,5
1707,MTJ,2
1707,NDLS,30
1707,UMB,5
1707,LDH,10
1707,JUC,5
1707,BEAS,2
1707,ASR,10
1707,ATT,0
1708,ATT,120
1708,ASR,10
1708,BEAS,2
1708,JUC,5
1708,LDH,10
1708,UMB,5
1708,NDLS,30
1708,MTJ,2
1708,AGC,5
1708,GWL,2
1708,JHS,10
1708,LAR,2
1708,MAKR,2
1708,SGO,5
1708,DMO,5
1708,KMZ,5
1708,JBP,0
2025,CSMT,120
2025,DR,2
2025,TNA,2
2025,PNVL,2
2025,RN,5
2025,KUDL,2
2025,KRMI,0
2026,KRMI,120
2026,KUDL,2
2026,RN,5
2026,PNVL,2
2026,TNA,2
2026,DR,2
2026,CSMT,0
2191,JBP,120
2191,SHR,2
2191,KTE,20
2191,UMR,2
2191,SDL,5
2191,APR,5
2191,PND,2
2191,BSP,15
2191,CPH,2
2191,RIG,5
2191,JSG,5
2191,ROU,5
2191,CKP,2
2191,TATA,10
2191,KGP,5
2191,SRC,0
2192,SRC,120
2192,KGP,5
2192,TATA,10
2192,CKP,7
2192,ROU,10
2192,JSG,5
2192,RIG,5
2192,CPH,5
2192,BSP,15
2192,PND,5
2192,APR,5
2192,SDL,5
2192,UMR,2
2192,KTE,20
2192,SHR,2
2192,JBP,0
2195,REWA,120
2195,STA,10
2195,MYR,2
2195,JKE,2
2195,KTE,5
2195,DMO,2
2195,SGO,5
2195,BINA,5
2195,BHS,2
2195,BPL,0
2196,BPL,120
2196,BHS,2
2196,BINA,5
2196,SGO,5
2196,DMO,2
2196,KTE,5
2196,JKE,2
2196,MYR,2
2196,STA,5
2196,REWA,0
2515,TVC,120
2515,QLN,5
2515,KYJ,2
2515,MVLK,2
2515,CNGR,2
2515,TRVL,2
2515,KTYM,2
2515,ERN,5
2515,AWY,2
2515,TCR,3
2515,PGT,5
2515,CBE,5
2515,TUP,2
2515,ED,5
2515,SA,5
2515,JTJ,2
2515,KPD,2
2515,AJJ,2
2515,MAS,20
2515,OGL,2
2515,BZA,15
2515,RJY,2
2515,VSKP,20
2515,VZM,2
2515,CHE,2
2515,PSA,2
2515,BAM,5
2515,BALU,2
2515,KUR,20
2515,BBS,5
2515,CTC,5
2515,JJKR,2
2515,BHC,2
2515,BLS,2
2515,KGP,5
2515,SRC,2
2515,HWH,20
2515,BHP,5
2515,RPH,2
2515,PKR,2
2515,NFK,2
2515,MLDT,15
2515,KNE,2
2515,NJP,5
2515,DQG,2
2515,NCB,2
2515,NOQ,2
2515,KOJ,2
2515,NBQ,2
2515,BPRD,2
2515,RNY,5
2515,KYQ,2
2515,GHY,15
2515,HJI,2
2515,LMG,25
2515,NHGJ,5
2515,BPB,20
2515,SCL,0
2651,PLNI,120
2651,UDT,2
2651,POY,0
2652,POY,120
2652,UDT,2
2652,PLNI,0
2731,HYB,120
2731,SC,5
2731,MED,1
2731,KMC,1
2731,NZB,2
2731,DAB,1
2731,MUE,2
2731,NED,9
2731,PAU,20
2731,BMF,1
2731,HNL,2
2731,WHM,1
2731,AK,10
2731,MKU,2
2731,BAU,2
2731,KNW,5
2731,ET,5
2731,BPL,10
2731,UJN,10
2731,NAD,2
2731,RTM,25
2731,MDS,2
2731,NMH,2
2731,COR,10
2731,BHL,5
2731,AII,15
2731,KSG,2
2731,FL,5
2731,JP,0
2732,JP,120
2732,FL,2
2732,KSG,2
2732,AII,30
2732,BHL,5
2732,COR,10
2732,NMH,2
2732,MDS,2
2732,RTM,25
2732,NAD,2
2732,UJN,10
2732,BPL,10
2732,ET,15
2732,KNW,5
2732,BAU,2
2732,MKU,2
2732,AK,5
2732,WHM,1
2732,HNL,1
2732,BMF,1
2732,PAU,25
2732,NED,5
2732,MUE,2
2732,DAB,2
2732,NZB,2
2732,KMC,2
2732,MED,2
2732,SC,10
2732,HYB,0
2821,PUNE,120
2821,PNVL,5
2821,KYN,2
2821,BSL,10
2821,NGP,10
2821,DURG,2
2821,R,5
2821,BSP,10
2821,JSG,2
2821,ROU,15
2821,CKP,5
2821,TATA,5
2821,KGP,5
2821,SRC,0
2822,SRC,120
2822,KGP,5
2822,TATA,5
2822,CKP,5
2822,ROU,15
2822,JSG,2
2822,BSP,10
2822,R,5
2822,DURG,2
2822,NGP,10
2822,BSL,10
2822,KYN,2
2822,PNVL,5
2822,PUNE,0
2833,RJT,120
2833,WKR,2
2833,SUNR,2
2833,VG,2
2833,ADI,20
2833,ND,2
2833,ANND,2
2833,BRC,5
2833,BH,2
2833,ST,8
2833,NDB,10
2833,AN,2
2833,JL,5
2833,BSL,10
2833,MKU,2
2833,AK,2
2833,BD,5
2833,WR,2
2833,NGP,10
2833,G,2
2833,DURG,5
2833,R,10
2833,BSP,15
2833,JSG,5
2833,ROU,15
2833,CKP,5
2833,TATA,5
2833,KGP,5
2833,SRC,0
2834,SRC,120
2834,KGP,5
2834,TATA,5
2834,CKP,5
2834,ROU,10
2834,JSG,5
2834,BSP,15
2834,R,10
2834,DURG,5
2834,G,2
2834,NGP,10
2834,WR,2
2834,BD,5
2834,AK,2
2834,MKU,2
2834,BSL,10
2834,JL,5
2834,AN,2
2834,NDB,5
2834,ST,5
2834,BH,2
2834,BRC,5
2834,ANND,2
2834,ND,2
2834,ADI,20
2834,VG,2
2834,SUNR,2
2834,WKR,3
2834,RJT,0
2841,SRC,120
2841,KGP,5
2841,BHC,2
2841,CTC,2
2841,BBS,5
2841,KUR,10
2841,VSKP,30
2841,DVD,2
2841,RJY,2
2841,BZA,10
2841,NLR,2
2841,MAS,0
2842,MAS,120
2842,NLR,2
2842,BZA,10
2842,RJY,2
2842,DVD,2
2842,VSKP,30
2842,KUR,10
2842,BBS,5
2842,CTC,5
2842,BHC,2
2842,KGP,5
2842,SRC,0
2845,PUNE,120
2845,DD,15
2845,ANG,3
2845,KPG,1
2845,MMR,5
2845,BSL,10
2845,AK,3
2845,BD,5
2845,WR,3
2845,NGP,10
2845,G,2
2845,DURG,5
2845,R,10
2845,BSP,15
2845,JSG,5
2845,ROU,15
2845,HTE,0
2846,HTE,120
2846,ROU,15
2846,JSG,2
2846,BSP,15
2846,R,5
2846,DURG,5
2846,G,2
2846,NGP,10
2846,WR,3
2846,BD,3
2846,AK,3
2846,BSL,10
2846,MMR,5
2846,KPG,1
2846,ANG,3
2846,DD,15
2846,PUNE,0
3101,KOAA,120
3101,KGP,5
3101,BLS,2
3101,BHC,2
3101,JJKR,2
3101,CTC,5
3101,BBS,5
3101,KUR,5
3101,PURI,0
3102,PURI,120
3102,KUR,1
3102,BBS,5
3102,CTC,5
3102,JJKR,2
3102,BHC,2
3102,BLS,5
3102,KGP,5
3102,KOAA,0
3301,ASN,120
3301,BCQ,1
3301,STN,1
3301,ULT,1
3301,BRR,1
3301,KMME,1
3301,MMU,1
3301,TNW,1
3301,KAO,1
3301,CAM,1
3301,PKA,1
3301,DOKM,1
3301,DHN,0
3302,DHN,120
3302,DOKM,1
3302,PKA,1
3302,CAM,1
3302,KAO,1
3302,TNW,1
3302,MMU,1
3302,KMME,1
3302,BRR,1
3302,ULT,1
3302,STN,1
3302,BCQ,1
3302,ASN,0
3305,DHN,120
3305,KDS,0
3306,KDS,120
3306,DHN,0
3307,SZE,120
3307,TNO,1
3307,BDQ,1
3307,PLJE,0
3308,PLJE,120
3308,BDQ,1
3308,TNO,1
3308,SZE,0
3501,JSME,120
3501,PNBE,10
3501,MGS,10
3501,CNB,10
3501,ANVT,0
3502,ANVT,120
3502,CNB,10
3502,MGS,10
3502,PNBE,10
3502,JSME,0
4401,ANVT,120
4401,GZB,2
4401,MTC,2
4401,MOZ,2
4401,SRE,10
4401,YJUD,2
4401,UMB,10
4401,LDH,10
4401,JRC,3
4401,PTKC,5
4401,JAT,10
4401,UHP,5
4401,SVDK,0
4402,SVDK,120
4402,UHP,5
4402,JAT,10
4402,PTKC,5
4402,JRC,3
4402,LDH,10
4402,UMB,10
4402,YJUD,2
4402,SRE,10
4402,MOZ,2
4402,MTC,2
4402,GZB,2
4402,ANVT,0
4409,DLI,120
4409,UMB,10
4409,LDH,10
4409,PTKC,5
4409,JAT,15
4409,UHP,10
4409,SVDK,0
4410,SVDK,120
4410,UHP,10
4410,JAT,10
4410,PTKC,10
4410,LDH,10
4410,UMB,10
4410,DLI,0
4419,MAO,120
4419,THVM,2
4419,KUDL,2
4419,RN,5
4419,CHI,2
4419,ROHA,5
4419,PNVL,5
4419,BSR,5
4419,ST,2
4419,BRC,18
4419,RTM,5
4419,KOTA,10
4419,NZM,0
4420,NZM,120
4420,KOTA,5
4420,RTM,5
4420,BRC,10
4420,ST,5
4420,BSR,5
4420,PNVL,5
4420,ROHA,5
4420,CHI,2
4420,RN,5
4420,KUDL,2
4420,THVM,2
4420,MAO,0
4735,BKN,120
4735,NPS,2
4735,SDF,2
4735,SDGH,2
4735,RJR,2
4735,RTGH,5
4735,CUR,10
4735,SDLP,5
4735,LHU,2
4735,MHRG,2
4735,RE,2
4735,DLI,15
4735,DSA,2
4735,SMQL,5
4735,TPZ,2
4735,RK,2
4735,HW,0
4736,HW,120
4736,RK,2
4736,TPZ,2
4736,SMQL,5
4736,DSA,2
4736,DLI,15
4736,RE,3
4736,MHRG,2
4736,LHU,2
4736,SDLP,5
4736,CUR,5
4736,RTGH,5
4736,RJR,2
4736,SDGH,2
4736,SDF,2
4736,NPS,2
4736,BKN,0
4767,HMH,120
4767,JRKN,1
4767,HLW,1
4767,DPK,2
4767,BUGL,1
4767,BDSW,1
4767,SDS,3
4767,FSW,1
4767,BWC,6
4767,SGNR,0
4768,SGNR,120
4768,BWC,1
4768,FSW,1
4768,SDS,2
4768,BDSW,1
4768,BUGL,1
4768,DPK,2
4768,HLW,1
4768,JRKN,1
4768,HMH,0
4769,HMH,120
4769,JRKN,1
4769,HLW,1
4769,DPK,2
4769,BUGL,1
4769,BDSW,1
4769,SDS,2
4769,FSW,1
4769,BWC,2
4769,SGNR,0
4770,SGNR,120
4770,BWC,1
4770,FSW,1
4770,SDS,2
4770,BDSW,1
4770,BUGL,1
4770,DPK,1
4770,HLW,1
4770,JRKN,1
4770,HMH,0
4771,SDLP,120
4771,NRWI,1
4771,SDMK,2
4771,AUS,2
4771,TSD,3
4771,GAMI,2
4771,DPLN,1
4771,NHR,2
4771,KNNA,1
4771,ENB,3
4771,TLI,2
4771,TIBI,2
4771,SRKN,1
4771,HMO,2
4771,HMH,65
4771,JRKN,1
4771,HLW,1
4771,DPK,2
4771,BUGL,1
4771,BDSW,1
4771,SDS,2
4771,FSW,2
4771,BWC,1
4771,SGNR,0
4772,SGNR,120
4772,BWC,2
4772,FSW,1
4772,SDS,2
4772,BDSW,1
4772,BUGL,1
4772,DPK,1
4772,HLW,1
4772,JRKN,1
4772,HMH,65
4772,HMO,2
4772,SRKN,1
4772,TIBI,2
4772,TLI,2
4772,ENB,2
4772,KNNA,2
4772,NHR,2
4772,DPLN,1
4772,GAMI,2
4772,TSD,3
4772,AUS,2
4772,SDMK,2
4772,NRWI,2
4772,SDLP,0
4773,SGNR,120
4773,PRUR,1
4773,KESR,2
4773,DPT,1
4773,SRW,2
4773,ZPR,1
4773,GJS,5
4773,RSNR,2
4773,MNGR,2
4773,MSWA,1
4773,BUGY,1
4773,JES,2
4773,SRPR,3
4773,SRZ,1
4773,BNSR,2
4773,SOG,0
4774,SOG,120
4774,SRZ,1
4774,SRPR,1
4774,JES,2
4774,MNGR,1
4774,RSNR,2
4774,GJS,2
4774,SRW,2
4774,KESR,2
4774,SGNR,0
4801,PBC,120
4801,BIDD,1
4801,MKN,0
4802,MKN,120
4802,BIDD,1
4802,PBC,0
4831,JU,120
4831,GOTN,2
4831,MTD,5
4831,DNA,3
4831,KHTU,2
4831,CTKT,2
4831,DIA,3
4831,LAU,3
4831,SUJH,3
